Pose,Real_Class,CNN-Score
ZINC20572222_size_20_003,Inactive,0.04298
ZINC20572222_size_20_004,Inactive,0.0423
ZINC20572222_size_20_005,Inactive,0.03937
ZINC20572781_size_20_001,Inactive,0.15502
ZINC20572781_size_20_002,Inactive,0.04468
ZINC20572781_size_20_003,Inactive,0.3411
ZINC20572781_size_20_004,Inactive,0.0833
ZINC20572781_size_20_005,Inactive,0.06712
ZINC20572781_size_20_006,Inactive,0.08986
ZINC20572781_size_20_007,Inactive,0.08491
ZINC20572781_size_20_008,Inactive,0.15353
ZINC20572781_size_20_009,Inactive,0.13629
ZINC20572781_size_20_010,Inactive,0.10634
ZINC20572979_size_20_001,Inactive,0.12197
ZINC20572979_size_20_002,Inactive,0.05978
ZINC20572979_size_20_003,Inactive,0.03193
ZINC20572979_size_20_004,Inactive,0.16431
ZINC20572979_size_20_005,Inactive,0.04327
ZINC20572979_size_20_006,Inactive,0.03088
ZINC20572979_size_20_007,Inactive,0.07759
ZINC20572979_size_20_008,Inactive,0.0634
ZINC20572979_size_20_009,Inactive,0.11079
ZINC20572979_size_20_010,Inactive,0.11895
ZINC20572983_size_20_001,Inactive,0.25423
ZINC20572983_size_20_002,Inactive,0.28593
ZINC20572983_size_20_003,Inactive,0.07959
ZINC20572983_size_20_004,Inactive,0.11881
ZINC20572983_size_20_005,Inactive,0.35902
ZINC20572983_size_20_006,Inactive,0.11881
ZINC20572983_size_20_007,Inactive,0.05264
ZINC20573142_size_20_001,Inactive,0.11047
ZINC20573142_size_20_002,Inactive,0.12051
ZINC20573142_size_20_003,Inactive,0.34104
ZINC20573142_size_20_004,Inactive,0.10634
ZINC20573486_size_20_001,Inactive,0.0704
ZINC20573486_size_20_002,Inactive,0.12225
ZINC20573486_size_20_003,Inactive,0.11967
ZINC20573486_size_20_004,Inactive,0.06243
ZINC20573605_size_20_001,Inactive,0.31235
ZINC20573605_size_20_002,Inactive,0.3186
ZINC20573605_size_20_003,Inactive,0.02379
ZINC20573605_size_20_004,Inactive,0.0688
ZINC20573605_size_20_005,Inactive,0.07689
ZINC20573605_size_20_006,Inactive,0.04379
ZINC20573605_size_20_007,Inactive,0.04408
ZINC20573664_size_20_001,Inactive,0.48194
ZINC20573664_size_20_002,Inactive,0.40706
ZINC20573664_size_20_003,Inactive,0.05853
ZINC20573664_size_20_004,Inactive,0.05445
ZINC20573664_size_20_005,Inactive,0.07065
ZINC20573664_size_20_006,Inactive,0.0478
ZINC20573751_size_20_001,Inactive,0.20414
ZINC20573751_size_20_002,Inactive,0.10898
ZINC20573751_size_20_003,Inactive,0.09424
ZINC20573751_size_20_004,Inactive,0.02894
ZINC20573751_size_20_005,Inactive,0.2154
ZINC20573751_size_20_006,Inactive,0.11228
ZINC20573754_size_20_001,Inactive,0.05202
ZINC20573754_size_20_002,Inactive,0.08315
ZINC20573754_size_20_003,Inactive,0.03747
ZINC20573754_size_20_004,Inactive,0.05096
ZINC20573754_size_20_005,Inactive,0.02185
ZINC20573754_size_20_006,Inactive,0.05076
ZINC20573754_size_20_007,Inactive,0.04698
ZINC20573754_size_20_008,Inactive,0.02525
ZINC20573754_size_20_009,Inactive,0.1884
ZINC20578154_size_20_001,Inactive,0.55501
ZINC20578154_size_20_002,Inactive,0.26874
ZINC20578154_size_20_003,Inactive,0.14993
ZINC20586280_size_20_001,Inactive,0.78107
ZINC20586280_size_20_002,Inactive,0.38118
ZINC20586280_size_20_003,Inactive,0.8319
ZINC20586280_size_20_004,Inactive,0.1959
ZINC20586280_size_20_005,Inactive,0.06743
ZINC20586280_size_20_006,Inactive,0.10787
ZINC20586280_size_20_007,Inactive,0.19553
ZINC20586280_size_20_008,Inactive,0.10798
ZINC20586280_size_20_009,Inactive,0.1975
ZINC20586280_size_20_010,Inactive,0.11576
ZINC20586280_size_20_011,Inactive,0.12929
ZINC20590039_size_20_001,Inactive,0.0802
ZINC20590039_size_20_002,Inactive,0.19334
ZINC20590039_size_20_003,Inactive,0.13441
ZINC20590039_size_20_004,Inactive,0.08474
ZINC20590039_size_20_005,Inactive,0.07945
ZINC20590039_size_20_006,Inactive,0.16987
ZINC20590039_size_20_007,Inactive,0.46058
ZINC20590039_size_20_008,Inactive,0.2385
ZINC20590039_size_20_009,Inactive,0.16168
ZINC20590039_size_20_010,Inactive,0.14187
ZINC20590039_size_20_011,Inactive,0.15067
ZINC20595917_size_20_001,Inactive,0.62371
ZINC20595917_size_20_002,Inactive,0.87606
ZINC20595917_size_20_003,Inactive,0.74182
ZINC20595917_size_20_004,Inactive,0.08955
ZINC20595917_size_20_005,Inactive,0.14315
ZINC20595917_size_20_006,Inactive,0.02415
ZINC20595917_size_20_007,Inactive,0.09132
ZINC20595917_size_20_008,Inactive,0.10822
ZINC20595917_size_20_009,Inactive,0.05053
ZINC20595917_size_20_010,Inactive,0.23005
ZINC20595917_size_20_011,Inactive,0.19643
ZINC20595917_size_20_012,Inactive,0.06061
ZINC20600725_size_20_001,Inactive,0.1054
ZINC20600725_size_20_002,Inactive,0.08069
ZINC20600725_size_20_003,Inactive,0.09678
ZINC20600725_size_20_004,Inactive,0.05307
ZINC20600725_size_20_005,Inactive,0.0591
ZINC20600725_size_20_006,Inactive,0.02671
ZINC20600725_size_20_007,Inactive,0.02345
ZINC20611693_size_20_001,Inactive,0.01873
ZINC20611693_size_20_002,Inactive,0.10887
ZINC20611693_size_20_003,Inactive,0.21197
ZINC20611693_size_20_004,Inactive,0.02813
ZINC20611693_size_20_005,Inactive,0.0287
ZINC20611693_size_20_006,Inactive,0.01534
ZINC20611693_size_20_007,Inactive,0.02669
ZINC20611693_size_20_008,Inactive,0.01636
ZINC20616161_size_20_001,Inactive,0.01261
ZINC20616161_size_20_002,Inactive,0.04671
ZINC20616161_size_20_003,Inactive,0.01615
ZINC20616161_size_20_004,Inactive,0.06495
ZINC20616161_size_20_005,Inactive,0.0234
ZINC20623344_size_20_001,Inactive,0.37327
ZINC20623344_size_20_002,Inactive,0.29384
ZINC20623344_size_20_003,Inactive,0.34238
ZINC20623344_size_20_004,Inactive,0.143
ZINC20623344_size_20_005,Inactive,0.04121
ZINC20623344_size_20_006,Inactive,0.06974
ZINC20627159_size_20_001,Inactive,0.23373
ZINC20627159_size_20_002,Inactive,0.20875
ZINC20627159_size_20_003,Inactive,0.65858
ZINC20627159_size_20_004,Inactive,0.22558
ZINC20627159_size_20_005,Inactive,0.11809
ZINC20627159_size_20_006,Inactive,0.02572
ZINC20627159_size_20_007,Inactive,0.03245
ZINC20627159_size_20_008,Inactive,0.01225
ZINC20627159_size_20_009,Inactive,0.07458
ZINC20627159_size_20_010,Inactive,0.01253
ZINC20627159_size_20_011,Inactive,0.02729
ZINC20629602_size_20_001,Inactive,0.19445
ZINC20629602_size_20_002,Inactive,0.32806
ZINC20629602_size_20_003,Inactive,0.35676
ZINC20629602_size_20_004,Inactive,0.27488
ZINC20629602_size_20_005,Inactive,0.36343
ZINC20629602_size_20_006,Inactive,0.31183
ZINC20629602_size_20_007,Inactive,0.2844
ZINC20629602_size_20_008,Inactive,0.19528
ZINC20629602_size_20_009,Inactive,0.07527
ZINC20629602_size_20_010,Inactive,0.17129
ZINC20629633_size_20_001,Inactive,0.18574
ZINC20629633_size_20_002,Inactive,0.41716
ZINC20629633_size_20_003,Inactive,0.2921
ZINC20629633_size_20_004,Inactive,0.11567
ZINC20629633_size_20_005,Inactive,0.06518
ZINC20629633_size_20_006,Inactive,0.10514
ZINC20629633_size_20_007,Inactive,0.03559
ZINC20629633_size_20_008,Inactive,0.12581
ZINC20632731_size_20_001,Inactive,0.21603
ZINC20632731_size_20_002,Inactive,0.21242
ZINC20632731_size_20_003,Inactive,0.08384
ZINC20632731_size_20_004,Inactive,0.05854
ZINC20632731_size_20_005,Inactive,0.0292
ZINC20632731_size_20_006,Inactive,0.03768
ZINC20632731_size_20_007,Inactive,0.04091
ZINC20636053_size_20_001,Inactive,0.05973
ZINC20636053_size_20_002,Inactive,0.0527
ZINC20636053_size_20_003,Inactive,0.30918
ZINC20636053_size_20_004,Inactive,0.02422
ZINC20636053_size_20_005,Inactive,0.05262
ZINC20636053_size_20_006,Inactive,0.02826
ZINC20636053_size_20_007,Inactive,0.01658
ZINC20649317_size_20_001,Inactive,0.25719
ZINC20649317_size_20_002,Inactive,0.32607
ZINC20649317_size_20_003,Inactive,0.07638
ZINC20649317_size_20_004,Inactive,0.03287
ZINC20649317_size_20_005,Inactive,0.02797
ZINC20679185_size_20_001,Inactive,0.34284
ZINC20679185_size_20_002,Inactive,0.24732
ZINC20679185_size_20_003,Inactive,0.10803
ZINC20679185_size_20_004,Inactive,0.19867
ZINC20679185_size_20_005,Inactive,0.17234
ZINC20679185_size_20_006,Inactive,0.14864
ZINC20679185_size_20_007,Inactive,0.28143
ZINC20679185_size_20_008,Inactive,0.20963
ZINC20679185_size_20_009,Inactive,0.24764
ZINC20680367_size_20_001,Inactive,0.13521
ZINC20680367_size_20_002,Inactive,0.23361
ZINC20680367_size_20_003,Inactive,0.21434
ZINC20680367_size_20_004,Inactive,0.07713
ZINC20680367_size_20_005,Inactive,0.15743
ZINC20680367_size_20_006,Inactive,0.07298
ZINC20680367_size_20_007,Inactive,0.09314
ZINC20681587_size_20_001,Inactive,0.37209
ZINC20681587_size_20_002,Inactive,0.31183
ZINC20681587_size_20_003,Inactive,0.3566
ZINC20681587_size_20_004,Inactive,0.18295
ZINC20681587_size_20_005,Inactive,0.17653
ZINC20681587_size_20_006,Inactive,0.12327
ZINC20681603_size_20_001,Inactive,0.37673
ZINC20681603_size_20_002,Inactive,0.5962
ZINC20681603_size_20_003,Inactive,0.16002
ZINC20681603_size_20_004,Inactive,0.18676
ZINC20681603_size_20_005,Inactive,0.19744
ZINC20681603_size_20_006,Inactive,0.1503
ZINC20681603_size_20_007,Inactive,0.02284
ZINC20681603_size_20_008,Inactive,0.03357
ZINC20681603_size_20_009,Inactive,0.07082
ZINC20681603_size_20_010,Inactive,0.03662
ZINC20682436_size_20_001,Inactive,0.14392
ZINC20682436_size_20_002,Inactive,0.24705
ZINC20682436_size_20_003,Inactive,0.06129
ZINC20682436_size_20_004,Inactive,0.07578
ZINC20682436_size_20_005,Inactive,0.08416
ZINC20682436_size_20_006,Inactive,0.14213
ZINC20683680_size_20_001,Inactive,0.24284
ZINC20683680_size_20_002,Inactive,0.69133
ZINC20683680_size_20_003,Inactive,0.13769
ZINC20683680_size_20_004,Inactive,0.08394
ZINC20683680_size_20_005,Inactive,0.18433
ZINC20683680_size_20_006,Inactive,0.16349
ZINC20686378_size_20_001,Inactive,0.03419
ZINC20686378_size_20_002,Inactive,0.11202
ZINC20686378_size_20_003,Inactive,0.02263
ZINC20686378_size_20_004,Inactive,0.02759
ZINC20686378_size_20_005,Inactive,0.10356
ZINC20689968_size_20_001,Inactive,0.02608
ZINC20689968_size_20_002,Inactive,0.38449
ZINC20689968_size_20_003,Inactive,0.48483
ZINC20689968_size_20_004,Inactive,0.5221
ZINC20689968_size_20_005,Inactive,0.35403
ZINC20689968_size_20_006,Inactive,0.43349
ZINC20690334_size_20_001,Inactive,0.32041
ZINC20690334_size_20_002,Inactive,0.13909
ZINC20690334_size_20_003,Inactive,0.02364
ZINC20690334_size_20_004,Inactive,0.02717
ZINC20690334_size_20_005,Inactive,0.04647
ZINC20692690_size_20_001,Inactive,0.24879
ZINC20692690_size_20_002,Inactive,0.12365
ZINC20692690_size_20_003,Inactive,0.03302
ZINC20692690_size_20_004,Inactive,0.46755
ZINC20692690_size_20_005,Inactive,0.09621
ZINC20692690_size_20_006,Inactive,0.02645
ZINC20692690_size_20_007,Inactive,0.17064
ZINC20692690_size_20_008,Inactive,0.0569
ZINC20692690_size_20_009,Inactive,0.10842
ZINC20693087_size_20_001,Inactive,0.0921
ZINC20693087_size_20_002,Inactive,0.11307
ZINC20693087_size_20_003,Inactive,0.33888
ZINC20693087_size_20_004,Inactive,0.04778
ZINC20693087_size_20_005,Inactive,0.25956
ZINC20693087_size_20_006,Inactive,0.07137
ZINC20693087_size_20_007,Inactive,0.13098
ZINC20693763_size_20_001,Inactive,0.64303
ZINC20693763_size_20_002,Inactive,0.12838
ZINC20693763_size_20_003,Inactive,0.20459
ZINC20693763_size_20_004,Inactive,0.10123
ZINC20693763_size_20_005,Inactive,0.03802
ZINC20693763_size_20_006,Inactive,0.15226
ZINC20693763_size_20_007,Inactive,0.08709
ZINC20693789_size_20_001,Inactive,0.21299
ZINC20693789_size_20_002,Inactive,0.19158
ZINC20693789_size_20_003,Inactive,0.04706
ZINC20693789_size_20_004,Inactive,0.03529
ZINC20693789_size_20_005,Inactive,0.0354
ZINC20693789_size_20_006,Inactive,0.05949
ZINC20693789_size_20_007,Inactive,0.05574
ZINC20693789_size_20_008,Inactive,0.02429
ZINC20694719_size_20_001,Inactive,0.21727
ZINC20694719_size_20_002,Inactive,0.26867
ZINC20694719_size_20_003,Inactive,0.09413
ZINC20694719_size_20_004,Inactive,0.06136
ZINC20694719_size_20_005,Inactive,0.0479
ZINC20694719_size_20_006,Inactive,0.02811
ZINC20706777_size_20_001,Inactive,0.12499
ZINC20706777_size_20_002,Inactive,0.11684
ZINC20706777_size_20_003,Inactive,0.06513
ZINC20706777_size_20_004,Inactive,0.10663
ZINC20706948_size_20_001,Inactive,0.13942
ZINC20706948_size_20_002,Inactive,0.34815
ZINC20706948_size_20_003,Inactive,0.15365
ZINC20706948_size_20_004,Inactive,0.09755
ZINC20706948_size_20_005,Inactive,0.19572
ZINC20706948_size_20_006,Inactive,0.06726
ZINC20706948_size_20_007,Inactive,0.05129
ZINC20706948_size_20_008,Inactive,0.18363
ZINC20718820_size_20_001,Inactive,0.09213
ZINC20718820_size_20_002,Inactive,0.21672
ZINC20718820_size_20_003,Inactive,0.4228
ZINC20718838_size_20_001,Inactive,0.2827
ZINC20718838_size_20_002,Inactive,0.33463
ZINC20718838_size_20_003,Inactive,0.09879
ZINC20718838_size_20_004,Inactive,0.06493
ZINC20718838_size_20_005,Inactive,0.04112
ZINC20718838_size_20_006,Inactive,0.10017
ZINC20718838_size_20_007,Inactive,0.10469
ZINC20718838_size_20_008,Inactive,0.03446
ZINC20718838_size_20_009,Inactive,0.12633
ZINC20718838_size_20_010,Inactive,0.17748
ZINC20718838_size_20_011,Inactive,0.11191
ZINC20720595_size_20_001,Inactive,0.3907
ZINC20720595_size_20_002,Inactive,0.16468
ZINC20720595_size_20_003,Inactive,0.18346
ZINC20720595_size_20_004,Inactive,0.0568
ZINC20720595_size_20_005,Inactive,0.01587
ZINC20725628_size_20_001,Inactive,0.09956
ZINC20725628_size_20_002,Inactive,0.20142
ZINC20725628_size_20_003,Inactive,0.16948
ZINC20750053_size_20_001,Inactive,0.28967
ZINC20750053_size_20_002,Inactive,0.06385
ZINC20750053_size_20_003,Inactive,0.05175
ZINC20750053_size_20_004,Inactive,0.25041
ZINC20750053_size_20_005,Inactive,0.0452
ZINC20750053_size_20_006,Inactive,0.05825
ZINC20755997_size_20_001,Inactive,0.05915
ZINC20755997_size_20_002,Inactive,0.06554
ZINC20755997_size_20_003,Inactive,0.0108
ZINC20755997_size_20_004,Inactive,0.01145
ZINC20755997_size_20_005,Inactive,0.00965
ZINC20755997_size_20_006,Inactive,0.00937
ZINC20755997_size_20_007,Inactive,0.00396
ZINC20755997_size_20_008,Inactive,0.00706
ZINC20755997_size_20_009,Inactive,0.00485
ZINC20755997_size_20_010,Inactive,0.00767
ZINC20755997_size_20_011,Inactive,0.00874
ZINC20762153_size_20_001,Inactive,0.44958
ZINC20762153_size_20_002,Inactive,0.1827
ZINC20762153_size_20_003,Inactive,0.0512
ZINC20762153_size_20_004,Inactive,0.04172
ZINC20762153_size_20_005,Inactive,0.12428
ZINC20762153_size_20_006,Inactive,0.15222
ZINC20763857_size_20_001,Inactive,0.44726
ZINC20763857_size_20_002,Inactive,0.06472
ZINC20763857_size_20_003,Inactive,0.18345
ZINC20763857_size_20_004,Inactive,0.08152
ZINC20765033_size_20_001,Inactive,0.20562
ZINC20765033_size_20_002,Inactive,0.22185
ZINC20765033_size_20_003,Inactive,0.26835
ZINC20789991_size_20_001,Inactive,0.03305
ZINC20789991_size_20_002,Inactive,0.02128
ZINC20789991_size_20_003,Inactive,0.01571
ZINC20789991_size_20_004,Inactive,0.01343
ZINC20789991_size_20_005,Inactive,0.10326
ZINC20789991_size_20_006,Inactive,0.0423
ZINC20791531_size_20_001,Inactive,0.0252
ZINC20791531_size_20_002,Inactive,0.05531
ZINC20791531_size_20_003,Inactive,0.01981
ZINC20791531_size_20_004,Inactive,0.01927
ZINC20791531_size_20_005,Inactive,0.01042
ZINC20791531_size_20_006,Inactive,0.015
ZINC20791531_size_20_007,Inactive,0.01254
ZINC20791531_size_20_008,Inactive,0.07608
ZINC20833598_size_20_001,Inactive,0.18531
ZINC20833598_size_20_002,Inactive,0.02521
ZINC20833598_size_20_003,Inactive,0.02669
ZINC20833598_size_20_004,Inactive,0.0051
ZINC20833598_size_20_005,Inactive,0.01536
ZINC20833598_size_20_006,Inactive,0.02855
ZINC20833598_size_20_007,Inactive,0.00425
ZINC20833598_size_20_008,Inactive,0.00959
ZINC20837764_size_20_001,Inactive,0.22227
ZINC20837764_size_20_002,Inactive,0.06098
ZINC20837764_size_20_003,Inactive,0.17245
ZINC20837764_size_20_004,Inactive,0.04915
ZINC20837764_size_20_005,Inactive,0.10646
ZINC20837764_size_20_006,Inactive,0.00505
ZINC20837764_size_20_007,Inactive,0.05844
ZINC20837764_size_20_008,Inactive,0.0045
ZINC20837764_size_20_009,Inactive,0.0053
ZINC20841390_size_20_001,Inactive,0.44537
ZINC20841390_size_20_002,Inactive,0.18213
ZINC20841390_size_20_003,Inactive,0.02716
ZINC20841390_size_20_004,Inactive,0.01292
ZINC20841390_size_20_005,Inactive,0.02595
ZINC20841390_size_20_006,Inactive,0.06637
ZINC20841390_size_20_007,Inactive,0.01708
ZINC20857786_size_20_001,Inactive,0.73209
ZINC20857786_size_20_002,Inactive,0.43447
ZINC20857786_size_20_003,Inactive,0.65151
ZINC20857786_size_20_004,Inactive,0.4444
ZINC20857786_size_20_005,Inactive,0.20293
ZINC20857786_size_20_006,Inactive,0.47832
ZINC20857786_size_20_007,Inactive,0.80327
ZINC20857786_size_20_008,Inactive,0.24745
ZINC20857786_size_20_009,Inactive,0.19035
ZINC20857786_size_20_010,Inactive,0.46077
ZINC20877031_size_20_001,Inactive,0.2896
ZINC20877031_size_20_002,Inactive,0.05558
ZINC20877031_size_20_003,Inactive,0.13163
ZINC20877031_size_20_004,Inactive,0.11732
ZINC20877031_size_20_005,Inactive,0.10158
ZINC20877031_size_20_006,Inactive,0.09092
ZINC20877031_size_20_007,Inactive,0.06805
ZINC20877031_size_20_008,Inactive,0.03999
ZINC20889990_size_20_001,Inactive,0.3803
ZINC20889990_size_20_002,Inactive,0.14084
ZINC20889990_size_20_003,Inactive,0.38015
ZINC20889990_size_20_004,Inactive,0.03126
ZINC20889990_size_20_005,Inactive,0.10453
ZINC20889990_size_20_006,Inactive,0.07399
ZINC20889990_size_20_007,Inactive,0.06561
ZINC20889990_size_20_008,Inactive,0.05712
ZINC20899132_size_20_001,Inactive,0.14884
ZINC20899132_size_20_002,Inactive,0.12124
ZINC20899132_size_20_003,Inactive,0.24142
ZINC20899132_size_20_004,Inactive,0.03348
ZINC20899132_size_20_005,Inactive,0.04251
ZINC20899185_size_20_001,Inactive,0.0788
ZINC20899185_size_20_002,Inactive,0.16965
ZINC20899185_size_20_003,Inactive,0.14597
ZINC20899185_size_20_004,Inactive,0.29084
ZINC20899185_size_20_005,Inactive,0.09523
ZINC20905180_size_20_001,Inactive,0.25801
ZINC20905180_size_20_002,Inactive,0.03021
ZINC20905180_size_20_003,Inactive,0.01718
ZINC20905180_size_20_004,Inactive,0.03308
ZINC20905180_size_20_005,Inactive,0.00911
ZINC20905180_size_20_006,Inactive,0.00696
ZINC20905196_size_20_001,Inactive,0.44501
ZINC20905196_size_20_002,Inactive,0.02102
ZINC20905196_size_20_003,Inactive,0.01597
ZINC20905196_size_20_004,Inactive,0.01075
ZINC20905799_size_20_001,Inactive,0.01262
ZINC20905799_size_20_002,Inactive,0.23318
ZINC20905799_size_20_003,Inactive,0.01072
ZINC20905799_size_20_004,Inactive,0.00644
ZINC20905799_size_20_005,Inactive,0.02086
ZINC20905799_size_20_006,Inactive,0.01598
ZINC20905799_size_20_007,Inactive,0.01595
ZINC20908257_size_20_001,Inactive,0.2822
ZINC20908257_size_20_002,Inactive,0.06228
ZINC20908257_size_20_003,Inactive,0.10305
ZINC20908257_size_20_004,Inactive,0.13633
ZINC20911755_size_20_001,Inactive,0.0129
ZINC20911755_size_20_002,Inactive,0.00922
ZINC20911755_size_20_003,Inactive,0.00276
ZINC20911755_size_20_004,Inactive,0.0032
ZINC20911755_size_20_005,Inactive,0.00387
ZINC20911755_size_20_006,Inactive,0.00743
ZINC20911755_size_20_007,Inactive,0.01427
ZINC20911755_size_20_008,Inactive,0.01473
ZINC20911755_size_20_009,Inactive,0.01365
ZINC20911755_size_20_010,Inactive,0.01709
ZINC20913618_size_20_001,Inactive,0.04408
ZINC20913618_size_20_002,Inactive,0.00422
ZINC20913618_size_20_003,Inactive,0.01334
ZINC20913618_size_20_004,Inactive,0.00579
ZINC20913618_size_20_005,Inactive,0.0054
ZINC20913618_size_20_006,Inactive,0.05534
ZINC20913618_size_20_007,Inactive,0.01095
ZINC20913860_size_20_001,Inactive,0.01399
ZINC20913860_size_20_002,Inactive,0.01457
ZINC20913860_size_20_003,Inactive,0.03991
ZINC20913860_size_20_004,Inactive,0.00268
ZINC20913860_size_20_005,Inactive,0.00792
ZINC20913860_size_20_006,Inactive,0.02745
ZINC20913860_size_20_007,Inactive,0.02117
ZINC20913860_size_20_008,Inactive,0.01104
ZINC20913860_size_20_009,Inactive,0.01256
ZINC20920084_size_20_001,Inactive,0.27037
ZINC20920084_size_20_002,Inactive,0.09596
ZINC20920084_size_20_003,Inactive,0.28814
ZINC20920084_size_20_004,Inactive,0.01572
ZINC20920084_size_20_005,Inactive,0.01014
ZINC20920084_size_20_006,Inactive,0.0095
ZINC20920084_size_20_007,Inactive,0.13268
ZINC20930687_size_20_001,Inactive,0.08689
ZINC20930687_size_20_002,Inactive,0.08679
ZINC20930687_size_20_003,Inactive,0.02378
ZINC20930687_size_20_004,Inactive,0.12167
ZINC20930687_size_20_005,Inactive,0.01943
ZINC20930687_size_20_006,Inactive,0.09441
ZINC20933312_size_20_001,Inactive,0.08584
ZINC20933312_size_20_002,Inactive,0.02058
ZINC20933312_size_20_003,Inactive,0.08022
ZINC20933312_size_20_004,Inactive,0.08604
ZINC20933312_size_20_005,Inactive,0.20323
ZINC20933312_size_20_006,Inactive,0.04122
ZINC20933312_size_20_007,Inactive,0.02067
ZINC20933312_size_20_008,Inactive,0.35851
ZINC20933312_size_20_009,Inactive,0.29094
ZINC20933312_size_20_010,Inactive,0.1871
ZINC20933312_size_20_011,Inactive,0.09268
ZINC20933312_size_20_012,Inactive,0.05065
ZINC20933312_size_20_013,Inactive,0.20705
ZINC20975750_size_20_001,Inactive,0.4359
ZINC20975750_size_20_002,Inactive,0.09839
ZINC20975750_size_20_003,Inactive,0.0525
ZINC20975750_size_20_004,Inactive,0.02311
ZINC20975750_size_20_005,Inactive,0.02554
ZINC20975750_size_20_006,Inactive,0.14679
ZINC20975750_size_20_007,Inactive,0.03615
ZINC20990040_size_20_001,Inactive,0.08407
ZINC20990040_size_20_002,Inactive,0.14236
ZINC20990040_size_20_003,Inactive,0.09174
ZINC20990040_size_20_004,Inactive,0.07434
ZINC20990040_size_20_005,Inactive,0.32458
ZINC20990040_size_20_006,Inactive,0.05522
ZINC20990040_size_20_007,Inactive,0.18166
ZINC20990040_size_20_008,Inactive,0.11045
ZINC20990040_size_20_009,Inactive,0.08624
ZINC20990040_size_20_010,Inactive,0.06344
ZINC20990040_size_20_011,Inactive,0.08919
ZINC20996278_size_20_001,Inactive,0.26974
ZINC20996278_size_20_002,Inactive,0.06083
ZINC20996278_size_20_003,Inactive,0.08271
ZINC20996278_size_20_004,Inactive,0.06067
ZINC20996278_size_20_005,Inactive,0.04394
ZINC20996278_size_20_006,Inactive,0.05158
ZINC20996278_size_20_007,Inactive,0.15702
ZINC20996278_size_20_008,Inactive,0.06307
ZINC21012602_size_20_001,Inactive,0.70435
ZINC21012602_size_20_002,Inactive,0.04001
ZINC21012602_size_20_003,Inactive,0.09909
ZINC21012602_size_20_004,Inactive,0.11687
ZINC21012602_size_20_005,Inactive,0.1322
ZINC21012602_size_20_006,Inactive,0.06063
ZINC21012602_size_20_007,Inactive,0.10379
ZINC21012602_size_20_008,Inactive,0.034
ZINC21015002_size_20_001,Inactive,0.32944
ZINC21015002_size_20_002,Inactive,0.40079
ZINC21015002_size_20_003,Inactive,0.18838
ZINC21015002_size_20_004,Inactive,0.22683
ZINC21015002_size_20_005,Inactive,0.05773
ZINC21015002_size_20_006,Inactive,0.0573
ZINC21015002_size_20_007,Inactive,0.02558
ZINC21015002_size_20_008,Inactive,0.03566
ZINC21015002_size_20_009,Inactive,0.09766
ZINC21030674_size_20_001,Inactive,0.46496
ZINC21030674_size_20_002,Inactive,0.17985
ZINC21030674_size_20_003,Inactive,0.12473
ZINC21030674_size_20_004,Inactive,0.23994
ZINC21030674_size_20_005,Inactive,0.19604
ZINC21030674_size_20_006,Inactive,0.06045
ZINC21030674_size_20_007,Inactive,0.07469
ZINC21030674_size_20_008,Inactive,0.19835
ZINC21030674_size_20_009,Inactive,0.18881
ZINC21030674_size_20_010,Inactive,0.05616
ZINC21030674_size_20_011,Inactive,0.03617
ZINC21035068_size_20_001,Inactive,0.08006
ZINC21035068_size_20_002,Inactive,0.21809
ZINC21035068_size_20_003,Inactive,0.09623
ZINC21035068_size_20_004,Inactive,0.08789
ZINC21035068_size_20_005,Inactive,0.28868
ZINC21037394_size_20_001,Inactive,0.36097
ZINC21037394_size_20_002,Inactive,0.4639
ZINC21037394_size_20_003,Inactive,0.28939
ZINC21037394_size_20_004,Inactive,0.1501
ZINC21037394_size_20_005,Inactive,0.16379
ZINC21037394_size_20_006,Inactive,0.07636
ZINC21037394_size_20_007,Inactive,0.08825
ZINC21037394_size_20_008,Inactive,0.17287
ZINC21037394_size_20_009,Inactive,0.15445
ZINC21037394_size_20_010,Inactive,0.06494
ZINC21037394_size_20_011,Inactive,0.06455
ZINC21038132_size_20_001,Inactive,0.106
ZINC21038132_size_20_002,Inactive,0.12305
ZINC21038132_size_20_003,Inactive,0.02944
ZINC21038132_size_20_004,Inactive,0.02867
ZINC21038132_size_20_005,Inactive,0.00866
ZINC21038132_size_20_006,Inactive,0.02748
ZINC21038132_size_20_007,Inactive,0.01741
ZINC21038132_size_20_008,Inactive,0.01174
ZINC21055994_size_20_001,Inactive,0.17448
ZINC21055994_size_20_002,Inactive,0.47823
ZINC21055994_size_20_003,Inactive,0.22693
ZINC21055994_size_20_004,Inactive,0.36908
ZINC21055994_size_20_005,Inactive,0.33686
ZINC21055994_size_20_006,Inactive,0.26309
ZINC21055994_size_20_007,Inactive,0.08235
ZINC21155914_size_20_001,Inactive,0.18073
ZINC21155914_size_20_002,Inactive,0.30072
ZINC21155914_size_20_003,Inactive,0.16087
ZINC21155914_size_20_004,Inactive,0.16263
ZINC21155914_size_20_005,Inactive,0.21997
ZINC21155914_size_20_006,Inactive,0.0489
ZINC21166204_size_20_001,Inactive,0.0879
ZINC21166204_size_20_002,Inactive,0.05478
ZINC21166204_size_20_003,Inactive,0.26162
ZINC21166204_size_20_004,Inactive,0.0679
ZINC21166204_size_20_005,Inactive,0.17063
ZINC21166204_size_20_006,Inactive,0.10059
