Pose,Real_Class,Docking_score
ZINC06171820_size_20_004,Inactive,-6.2
ZINC06184422_size_20_001,Inactive,-9.1
ZINC06184422_size_20_002,Inactive,-9
ZINC06184422_size_20_003,Inactive,-7.8
ZINC06184422_size_20_004,Inactive,-6.6
ZINC06192211_size_20_001,Inactive,-7.6
ZINC06192211_size_20_002,Inactive,-6.8
ZINC06192211_size_20_003,Inactive,-6.7
ZINC06192211_size_20_004,Inactive,-5.7
ZINC06192211_size_20_005,Inactive,-4.7
ZINC06199479_size_20_001,Inactive,-8.9
ZINC06199479_size_20_002,Inactive,-8.7
ZINC06199479_size_20_003,Inactive,-8.6
ZINC06199479_size_20_004,Inactive,-7.4
ZINC06199479_size_20_005,Inactive,-7.1
ZINC06199479_size_20_006,Inactive,-7.1
ZINC06199634_size_20_001,Inactive,-6.7
ZINC06199634_size_20_002,Inactive,-6.2
ZINC06199634_size_20_003,Inactive,-6.2
ZINC06199634_size_20_004,Inactive,-6.1
ZINC06199634_size_20_005,Inactive,-6
ZINC06199634_size_20_006,Inactive,-5.8
ZINC06199634_size_20_007,Inactive,-5.8
ZINC06199634_size_20_008,Inactive,-5.8
ZINC06199634_size_20_009,Inactive,-5.6
ZINC06199634_size_20_010,Inactive,-5.5
ZINC06199634_size_20_011,Inactive,-5.4
ZINC06225419_size_20_001,Inactive,-7.9
ZINC06225419_size_20_002,Inactive,-7
ZINC06225419_size_20_003,Inactive,-6.7
ZINC06225419_size_20_004,Inactive,-6.4
ZINC06225419_size_20_005,Inactive,-6.2
ZINC06225419_size_20_006,Inactive,-5.9
ZINC06225419_size_20_007,Inactive,-5.1
ZINC06240374_size_20_001,Inactive,-9.5
ZINC06240374_size_20_002,Inactive,-9.4
ZINC06240374_size_20_003,Inactive,-8.7
ZINC06240374_size_20_004,Inactive,-8.2
ZINC06240374_size_20_005,Inactive,-7.8
ZINC06240374_size_20_006,Inactive,-7.7
ZINC06240374_size_20_007,Inactive,-7.7
ZINC06240374_size_20_008,Inactive,-7.6
ZINC06256719_size_20_001,Inactive,-8.8
ZINC06256719_size_20_002,Inactive,-8.5
ZINC06256719_size_20_003,Inactive,-8
ZINC06256719_size_20_004,Inactive,-7.9
ZINC06256719_size_20_005,Inactive,-7.7
ZINC06256719_size_20_006,Inactive,-7.2
ZINC06256719_size_20_007,Inactive,-7
ZINC06256719_size_20_008,Inactive,-6.7
ZINC06256719_size_20_009,Inactive,-6.6
ZINC06256719_size_20_010,Inactive,-6.5
ZINC06256719_size_20_011,Inactive,-6.1
ZINC06265720_size_20_001,Inactive,-6.1
ZINC06265720_size_20_002,Inactive,-6
ZINC06265720_size_20_003,Inactive,-5.8
ZINC06265720_size_20_004,Inactive,-5.7
ZINC06265720_size_20_005,Inactive,-5.4
ZINC06265720_size_20_006,Inactive,-5.2
ZINC06265720_size_20_007,Inactive,-5
ZINC06265720_size_20_008,Inactive,-4.9
ZINC06265720_size_20_009,Inactive,-4.9
ZINC06265720_size_20_010,Inactive,-4.7
ZINC06265720_size_20_011,Inactive,-4.7
ZINC06265720_size_20_012,Inactive,-4.5
ZINC06265720_size_20_013,Inactive,-4.3
ZINC06265720_size_20_014,Inactive,-4.1
ZINC06310640_size_20_001,Inactive,-5.7
ZINC06310640_size_20_002,Inactive,-5.5
ZINC06310640_size_20_003,Inactive,-5
ZINC06310640_size_20_004,Inactive,-4.5
ZINC06310640_size_20_005,Inactive,-4.1
ZINC06310640_size_20_006,Inactive,-3.9
ZINC06310640_size_20_007,Inactive,-3.3
ZINC06399398_size_20_001,Inactive,-7.7
ZINC06399398_size_20_002,Inactive,-7.1
ZINC06399398_size_20_003,Inactive,-7
ZINC06399398_size_20_004,Inactive,-7
ZINC06399398_size_20_005,Inactive,-6.2
ZINC06399398_size_20_006,Inactive,-6
ZINC06399398_size_20_007,Inactive,-5.9
ZINC06399398_size_20_008,Inactive,-5.5
ZINC06399398_size_20_009,Inactive,-5.5
ZINC06399398_size_20_010,Inactive,-5
ZINC06403339_size_20_001,Inactive,-8.3
ZINC06403339_size_20_002,Inactive,-7.6
ZINC06403339_size_20_003,Inactive,-7.2
ZINC06403339_size_20_004,Inactive,-6.7
ZINC06403339_size_20_005,Inactive,-6.7
ZINC06403339_size_20_006,Inactive,-5.6
ZINC06469424_size_20_001,Inactive,-8.8
ZINC06469424_size_20_002,Inactive,-8.7
ZINC06469424_size_20_003,Inactive,-8.2
ZINC06469424_size_20_004,Inactive,-8.1
ZINC06469424_size_20_005,Inactive,-7.7
ZINC06469424_size_20_006,Inactive,-6.8
ZINC06469424_size_20_007,Inactive,-6.1
ZINC06482167_size_20_001,Inactive,-8.2
ZINC06482167_size_20_002,Inactive,-6.7
ZINC06482167_size_20_003,Inactive,-6.7
ZINC06482167_size_20_004,Inactive,-6.5
ZINC06482167_size_20_005,Inactive,-6.5
ZINC06482167_size_20_006,Inactive,-6.1
ZINC06482167_size_20_007,Inactive,-5.8
ZINC06482167_size_20_008,Inactive,-5.8
ZINC06482850_size_20_001,Inactive,-5.6
ZINC06482850_size_20_002,Inactive,-4.9
ZINC06482850_size_20_003,Inactive,-4.7
ZINC06482850_size_20_004,Inactive,-4.6
ZINC06482850_size_20_005,Inactive,-4.4
ZINC06482850_size_20_006,Inactive,-3.9
ZINC06482850_size_20_007,Inactive,-3.7
ZINC06482850_size_20_008,Inactive,-3.2
ZINC06487923_size_20_001,Inactive,-7.2
ZINC06487923_size_20_002,Inactive,-7.2
ZINC06487923_size_20_003,Inactive,-6.9
ZINC06487923_size_20_004,Inactive,-6.8
ZINC06487923_size_20_005,Inactive,-6.6
ZINC06487923_size_20_006,Inactive,-6.5
ZINC06487923_size_20_007,Inactive,-4.9
ZINC06492862_size_20_001,Inactive,-7.2
ZINC06492862_size_20_002,Inactive,-6.8
ZINC06492862_size_20_003,Inactive,-6.8
ZINC06492862_size_20_004,Inactive,-6
ZINC06492862_size_20_005,Inactive,-5.8
ZINC06492862_size_20_006,Inactive,-5.5
ZINC06492862_size_20_007,Inactive,-5.1
ZINC06492862_size_20_008,Inactive,-4.7
ZINC06493573_size_20_001,Inactive,-7.6
ZINC06493573_size_20_002,Inactive,-7
ZINC06493573_size_20_003,Inactive,-6.5
ZINC06493573_size_20_004,Inactive,-6.3
ZINC06493573_size_20_005,Inactive,-6.2
ZINC06493573_size_20_006,Inactive,-4.8
ZINC06495407_size_20_001,Inactive,-6.9
ZINC06495407_size_20_002,Inactive,-6.7
ZINC06495407_size_20_003,Inactive,-6.3
ZINC06495407_size_20_004,Inactive,-5.9
ZINC06495407_size_20_005,Inactive,-5.7
ZINC06495407_size_20_006,Inactive,-5.7
ZINC06495407_size_20_007,Inactive,-5.6
ZINC06495407_size_20_008,Inactive,-5
ZINC06495407_size_20_009,Inactive,-4.6
ZINC06495407_size_20_010,Inactive,-4.4
ZINC06495407_size_20_011,Inactive,-4.1
ZINC06495407_size_20_012,Inactive,-4.1
ZINC06501111_size_20_001,Inactive,-8.3
ZINC06501111_size_20_002,Inactive,-8.1
ZINC06501111_size_20_003,Inactive,-8
ZINC06501111_size_20_004,Inactive,-7.6
ZINC06501111_size_20_005,Inactive,-7.5
ZINC06501111_size_20_006,Inactive,-7.1
ZINC06501111_size_20_007,Inactive,-7
ZINC06501111_size_20_008,Inactive,-6.5
ZINC06501111_size_20_009,Inactive,-5.9
ZINC06501111_size_20_010,Inactive,-5.9
ZINC06501111_size_20_011,Inactive,-5.8
ZINC06501111_size_20_012,Inactive,-5.5
ZINC06501159_size_20_001,Inactive,-7.8
ZINC06501159_size_20_002,Inactive,-7.2
ZINC06501159_size_20_003,Inactive,-6.8
ZINC06501159_size_20_004,Inactive,-6.6
ZINC06501159_size_20_005,Inactive,-6.4
ZINC06501159_size_20_006,Inactive,-6.3
ZINC06501159_size_20_007,Inactive,-6.2
ZINC06501159_size_20_008,Inactive,-6.2
ZINC06501159_size_20_009,Inactive,-6.2
ZINC06501159_size_20_010,Inactive,-5.5
ZINC06506408_size_20_001,Inactive,-7.4
ZINC06506408_size_20_002,Inactive,-7.4
ZINC06506408_size_20_003,Inactive,-7.4
ZINC06506408_size_20_004,Inactive,-7.1
ZINC06506408_size_20_005,Inactive,-6.6
ZINC06506408_size_20_006,Inactive,-5.8
ZINC06506408_size_20_007,Inactive,-5.6
ZINC06506408_size_20_008,Inactive,-5.6
ZINC06513234_size_20_001,Inactive,-7
ZINC06513234_size_20_002,Inactive,-6.4
ZINC06513234_size_20_003,Inactive,-5.4
ZINC06521197_size_20_001,Inactive,-6.8
ZINC06521197_size_20_002,Inactive,-6.4
ZINC06521197_size_20_003,Inactive,-6.2
ZINC06521197_size_20_004,Inactive,-5.9
ZINC06521197_size_20_005,Inactive,-5.7
ZINC06521197_size_20_006,Inactive,-4.9
ZINC06521197_size_20_007,Inactive,-4.9
ZINC06521197_size_20_008,Inactive,-4.8
ZINC06521197_size_20_009,Inactive,-4.7
ZINC06521197_size_20_010,Inactive,-4.6
ZINC06521197_size_20_011,Inactive,-4.6
ZINC06522916_size_20_001,Inactive,-7.6
ZINC06522916_size_20_002,Inactive,-7.1
ZINC06522916_size_20_003,Inactive,-6.9
ZINC06522916_size_20_004,Inactive,-6.4
ZINC06522916_size_20_005,Inactive,-6.4
ZINC06522916_size_20_006,Inactive,-6.3
ZINC06522916_size_20_007,Inactive,-6.3
ZINC06522916_size_20_008,Inactive,-5.8
ZINC06522916_size_20_009,Inactive,-5.7
ZINC06523857_size_20_001,Inactive,-6.8
ZINC06523857_size_20_002,Inactive,-6.5
ZINC06523857_size_20_003,Inactive,-6.1
ZINC06523857_size_20_004,Inactive,-5.7
ZINC06523857_size_20_005,Inactive,-5.4
ZINC06523857_size_20_006,Inactive,-5.2
ZINC06523857_size_20_007,Inactive,-5.2
ZINC06523857_size_20_008,Inactive,-4.8
ZINC06524639_size_20_001,Inactive,-9
ZINC06524639_size_20_002,Inactive,-8.8
ZINC06524639_size_20_003,Inactive,-8
ZINC06524639_size_20_004,Inactive,-7.3
ZINC06524639_size_20_005,Inactive,-7.3
ZINC06524639_size_20_006,Inactive,-7.1
ZINC06525766_size_20_001,Inactive,-6.3
ZINC06525766_size_20_002,Inactive,-6.3
ZINC06525766_size_20_003,Inactive,-6.1
ZINC06525766_size_20_004,Inactive,-6
ZINC06525766_size_20_005,Inactive,-6
ZINC06525766_size_20_006,Inactive,-6
ZINC06525766_size_20_007,Inactive,-5.9
ZINC06525766_size_20_008,Inactive,-5.8
ZINC06525766_size_20_009,Inactive,-5
ZINC06525766_size_20_010,Inactive,-4
ZINC06525766_size_20_011,Inactive,-3.6
ZINC06529070_size_20_001,Inactive,-6.5
ZINC06529070_size_20_002,Inactive,-6.5
ZINC06529070_size_20_003,Inactive,-6.3
ZINC06529070_size_20_004,Inactive,-5.9
ZINC06529070_size_20_005,Inactive,-5.8
ZINC06529070_size_20_006,Inactive,-5.7
ZINC06529070_size_20_007,Inactive,-5.3
ZINC06529070_size_20_008,Inactive,-5
ZINC06529070_size_20_009,Inactive,-4.2
ZINC06529070_size_20_010,Inactive,-4.2
ZINC06529070_size_20_011,Inactive,-4
ZINC06529070_size_20_012,Inactive,-3.6
ZINC06555095_size_20_001,Inactive,-7.3
ZINC06555095_size_20_002,Inactive,-7.2
ZINC06555095_size_20_003,Inactive,-6.4
ZINC06555095_size_20_004,Inactive,-6.4
ZINC06555095_size_20_005,Inactive,-5.8
ZINC06555095_size_20_006,Inactive,-5.6
ZINC06564217_size_20_001,Inactive,-7.6
ZINC06564217_size_20_002,Inactive,-7.1
ZINC06564217_size_20_003,Inactive,-6.2
ZINC06564217_size_20_004,Inactive,-6
ZINC06564217_size_20_005,Inactive,-5.9
ZINC06564217_size_20_006,Inactive,-5.8
ZINC06564217_size_20_007,Inactive,-5.7
ZINC06564217_size_20_008,Inactive,-5.5
ZINC06571395_size_20_001,Inactive,-8.1
ZINC06571395_size_20_002,Inactive,-7.5
ZINC06571395_size_20_003,Inactive,-7.4
ZINC06571395_size_20_004,Inactive,-7
ZINC06571395_size_20_005,Inactive,-5.5
ZINC06585241_size_20_001,Inactive,-6.6
ZINC06585241_size_20_002,Inactive,-5.8
ZINC06585241_size_20_003,Inactive,-5.3
ZINC06585241_size_20_004,Inactive,-5.2
ZINC06585241_size_20_005,Inactive,-5.1
ZINC06585241_size_20_006,Inactive,-5
ZINC06585241_size_20_007,Inactive,-5
ZINC06585241_size_20_008,Inactive,-4.4
ZINC06585241_size_20_009,Inactive,-4.2
ZINC06585241_size_20_010,Inactive,-4
ZINC06585241_size_20_011,Inactive,-3.7
ZINC06585441_size_20_001,Inactive,-6
ZINC06585441_size_20_002,Inactive,-5.5
ZINC06585441_size_20_003,Inactive,-5.3
ZINC06585441_size_20_004,Inactive,-5.2
ZINC06585441_size_20_005,Inactive,-4.5
ZINC06585441_size_20_006,Inactive,-4.4
ZINC06585441_size_20_007,Inactive,-4.2
ZINC06585441_size_20_008,Inactive,-3.8
ZINC06585441_size_20_009,Inactive,-3.6
ZINC06585441_size_20_010,Inactive,-3.6
ZINC06585441_size_20_011,Inactive,-3.4
ZINC06591401_size_20_001,Inactive,-7.2
ZINC06591401_size_20_002,Inactive,-6.9
ZINC06591401_size_20_003,Inactive,-6.6
ZINC06591401_size_20_004,Inactive,-6.4
ZINC06591401_size_20_005,Inactive,-6.3
ZINC06591401_size_20_006,Inactive,-6.1
ZINC06591401_size_20_007,Inactive,-5.9
ZINC06591401_size_20_008,Inactive,-5.2
ZINC06591401_size_20_009,Inactive,-5.1
ZINC06591401_size_20_010,Inactive,-5
ZINC06591401_size_20_011,Inactive,-4.9
ZINC06591401_size_20_012,Inactive,-4.8
ZINC06591401_size_20_013,Inactive,-4.4
ZINC06633974_size_20_001,Inactive,-8
ZINC06633974_size_20_002,Inactive,-8
ZINC06633974_size_20_003,Inactive,-7.9
ZINC06633974_size_20_004,Inactive,-7.9
ZINC06633974_size_20_005,Inactive,-6.3
ZINC06633974_size_20_006,Inactive,-5.9
ZINC06664666_size_20_001,Inactive,-7.5
ZINC06664666_size_20_002,Inactive,-6.8
ZINC06664666_size_20_003,Inactive,-6.4
ZINC06664666_size_20_004,Inactive,-6.3
ZINC06664666_size_20_005,Inactive,-6.1
ZINC06664666_size_20_006,Inactive,-5.9
ZINC06664666_size_20_007,Inactive,-5.3
ZINC06664666_size_20_008,Inactive,-5
ZINC06664666_size_20_009,Inactive,-4.9
ZINC06664666_size_20_010,Inactive,-4.9
ZINC06664666_size_20_011,Inactive,-4.7
ZINC06664666_size_20_012,Inactive,-4.7
ZINC06665883_size_20_001,Inactive,-7.2
ZINC06665883_size_20_002,Inactive,-6.9
ZINC06665883_size_20_003,Inactive,-6.4
ZINC06665883_size_20_004,Inactive,-6.3
ZINC06665883_size_20_005,Inactive,-6.1
ZINC06665883_size_20_006,Inactive,-5
ZINC06665883_size_20_007,Inactive,-4.8
ZINC06665883_size_20_008,Inactive,-4.4
ZINC06665883_size_20_009,Inactive,-4.2
ZINC06668782_size_20_001,Inactive,-7
ZINC06668782_size_20_002,Inactive,-6.9
ZINC06668782_size_20_003,Inactive,-6.9
ZINC06668782_size_20_004,Inactive,-6.7
ZINC06668782_size_20_005,Inactive,-6.3
ZINC06668782_size_20_006,Inactive,-5.7
ZINC06668782_size_20_007,Inactive,-5.6
ZINC06668782_size_20_008,Inactive,-5.6
ZINC06668782_size_20_009,Inactive,-5.3
ZINC06668782_size_20_010,Inactive,-5.1
ZINC06672804_size_20_001,Inactive,-8.5
ZINC06672804_size_20_002,Inactive,-8.1
ZINC06672804_size_20_003,Inactive,-7.8
ZINC06672804_size_20_004,Inactive,-7.6
ZINC06672804_size_20_005,Inactive,-7.1
ZINC06672804_size_20_006,Inactive,-6.4
ZINC06672804_size_20_007,Inactive,-6
ZINC06707070_size_20_001,Inactive,-5.6
ZINC06707070_size_20_002,Inactive,-5.4
ZINC06707070_size_20_003,Inactive,-5.3
ZINC06707070_size_20_004,Inactive,-5.1
ZINC06707070_size_20_005,Inactive,-4.7
ZINC06707070_size_20_006,Inactive,-4.5
ZINC06707070_size_20_007,Inactive,-4.5
ZINC06707070_size_20_008,Inactive,-4.3
ZINC06707070_size_20_009,Inactive,-4.2
ZINC06707070_size_20_010,Inactive,-4.1
ZINC06707070_size_20_011,Inactive,-3.5
ZINC06753193_size_20_001,Inactive,-8.6
ZINC06753193_size_20_002,Inactive,-6.9
ZINC06753193_size_20_003,Inactive,-6.6
ZINC06753193_size_20_004,Inactive,-6.3
ZINC06753193_size_20_005,Inactive,-5.9
ZINC06761084_size_20_001,Inactive,-7.2
ZINC06761084_size_20_002,Inactive,-6.7
ZINC06761084_size_20_003,Inactive,-6.2
ZINC06761084_size_20_004,Inactive,-6
ZINC06761084_size_20_005,Inactive,-5.9
ZINC06761084_size_20_006,Inactive,-5.3
ZINC06761084_size_20_007,Inactive,-5.2
ZINC06761084_size_20_008,Inactive,-5.1
ZINC06761084_size_20_009,Inactive,-4.9
ZINC06761084_size_20_010,Inactive,-4.7
ZINC06761084_size_20_011,Inactive,-4.6
ZINC06761084_size_20_012,Inactive,-4.5
ZINC06761084_size_20_013,Inactive,-4.5
ZINC06785992_size_20_001,Inactive,-8.3
ZINC06785992_size_20_002,Inactive,-7
ZINC06785992_size_20_003,Inactive,-6.3
ZINC06785992_size_20_004,Inactive,-6.3
ZINC06785992_size_20_005,Inactive,-6.2
ZINC06785992_size_20_006,Inactive,-6
ZINC06785992_size_20_007,Inactive,-5.8
ZINC06788022_size_20_001,Inactive,-9.1
ZINC06788022_size_20_002,Inactive,-7.7
ZINC06788022_size_20_003,Inactive,-7.4
ZINC06788022_size_20_004,Inactive,-6.8
ZINC06788022_size_20_005,Inactive,-6.6
ZINC06824060_size_20_001,Inactive,-6.9
ZINC06824060_size_20_002,Inactive,-6.8
ZINC06824060_size_20_003,Inactive,-6.3
ZINC06824060_size_20_004,Inactive,-5.7
ZINC06824060_size_20_005,Inactive,-5.4
ZINC06824060_size_20_006,Inactive,-5.4
ZINC06824060_size_20_007,Inactive,-5.3
ZINC06824060_size_20_008,Inactive,-4.7
ZINC06824752_size_20_001,Inactive,-7.8
ZINC06824752_size_20_002,Inactive,-7.1
ZINC06824752_size_20_003,Inactive,-6.9
ZINC06824752_size_20_004,Inactive,-6.4
ZINC06824752_size_20_005,Inactive,-5.9
ZINC06824752_size_20_006,Inactive,-5.9
ZINC06824752_size_20_007,Inactive,-5.8
ZINC06829028_size_20_001,Inactive,-6.5
ZINC06829028_size_20_002,Inactive,-5.7
ZINC06829028_size_20_003,Inactive,-4.2
ZINC06829028_size_20_004,Inactive,-3.9
ZINC06829028_size_20_005,Inactive,-3.9
ZINC06829028_size_20_006,Inactive,-3.8
ZINC06929685_size_20_001,Inactive,-9
ZINC06929685_size_20_002,Inactive,-8.7
ZINC06929685_size_20_003,Inactive,-8.5
ZINC06929685_size_20_004,Inactive,-8.3
ZINC06929685_size_20_005,Inactive,-7.8
ZINC06929685_size_20_006,Inactive,-7.8
ZINC06929685_size_20_007,Inactive,-7.1
ZINC06929685_size_20_008,Inactive,-7
ZINC06929685_size_20_009,Inactive,-6.8
ZINC06933513_size_20_001,Inactive,-7.3
ZINC06933513_size_20_002,Inactive,-6.7
ZINC06933513_size_20_003,Inactive,-6.5
ZINC06933513_size_20_004,Inactive,-6.2
ZINC06933513_size_20_005,Inactive,-5.7
ZINC06933513_size_20_006,Inactive,-5.4
ZINC06933513_size_20_007,Inactive,-5.3
ZINC06933513_size_20_008,Inactive,-5
ZINC06933513_size_20_009,Inactive,-4.4
ZINC06933513_size_20_010,Inactive,-4.3
ZINC07030638_size_20_001,Inactive,-8
ZINC07030638_size_20_002,Inactive,-7.6
ZINC07030638_size_20_003,Inactive,-7.5
ZINC07030638_size_20_004,Inactive,-7.5
ZINC07030638_size_20_005,Inactive,-6.4
ZINC07030638_size_20_006,Inactive,-6.4
ZINC07030638_size_20_007,Inactive,-5.9
ZINC07030638_size_20_008,Inactive,-5.8
ZINC07030638_size_20_009,Inactive,-5.5
ZINC07030638_size_20_010,Inactive,-5.5
ZINC07030638_size_20_011,Inactive,-5.2
ZINC07030638_size_20_012,Inactive,-5
ZINC07126887_size_20_001,Inactive,-8.8
ZINC07126887_size_20_002,Inactive,-7.9
ZINC07126887_size_20_003,Inactive,-7.3
ZINC07126887_size_20_004,Inactive,-6.9
ZINC07126887_size_20_005,Inactive,-6.6
ZINC07126887_size_20_006,Inactive,-6.4
ZINC07126887_size_20_007,Inactive,-6.4
ZINC07126887_size_20_008,Inactive,-6
ZINC07154153_size_20_001,Inactive,-8.6
ZINC07154153_size_20_002,Inactive,-7.9
ZINC07154153_size_20_003,Inactive,-7.8
ZINC07154153_size_20_004,Inactive,-7.1
ZINC07154153_size_20_005,Inactive,-6.7
ZINC07154153_size_20_006,Inactive,-6.6
ZINC07154153_size_20_007,Inactive,-6.5
ZINC07154153_size_20_008,Inactive,-6.4
ZINC07154153_size_20_009,Inactive,-5.7
ZINC07496314_size_20_001,Inactive,-7.5
ZINC07496314_size_20_002,Inactive,-6.9
ZINC07496314_size_20_003,Inactive,-6.8
ZINC07496314_size_20_004,Inactive,-6.3
ZINC07496314_size_20_005,Inactive,-5.8
ZINC07496314_size_20_006,Inactive,-5.4
ZINC07496314_size_20_007,Inactive,-5.1
ZINC07496314_size_20_008,Inactive,-4.9
ZINC07496314_size_20_009,Inactive,-4.9
ZINC07593886_size_20_001,Inactive,-9.3
ZINC07593886_size_20_002,Inactive,-8.2
ZINC07593886_size_20_003,Inactive,-7.2
ZINC07593886_size_20_004,Inactive,-7.1
ZINC07593886_size_20_005,Inactive,-6.9
ZINC07593886_size_20_006,Inactive,-6.9
ZINC07593886_size_20_007,Inactive,-6.9
ZINC07927328_size_20_001,Inactive,-7.2
ZINC07927328_size_20_002,Inactive,-7.1
ZINC07927328_size_20_003,Inactive,-6.7
ZINC07927328_size_20_004,Inactive,-6.7
ZINC07927328_size_20_005,Inactive,-6.5
ZINC07927328_size_20_006,Inactive,-6.3
ZINC07927328_size_20_007,Inactive,-6.1
ZINC07927328_size_20_008,Inactive,-5.9
ZINC07927328_size_20_009,Inactive,-5.8
ZINC07927328_size_20_010,Inactive,-5.7
ZINC07927328_size_20_011,Inactive,-5.3
ZINC07927328_size_20_012,Inactive,-5.2
ZINC07927328_size_20_013,Inactive,-5.1
ZINC07927328_size_20_014,Inactive,-5
ZINC07983918_size_20_001,Inactive,-6.9
ZINC07983918_size_20_002,Inactive,-6.9
ZINC07983918_size_20_003,Inactive,-6.4
ZINC07983918_size_20_004,Inactive,-6.2
ZINC07983918_size_20_005,Inactive,-6.1
ZINC07983918_size_20_006,Inactive,-5.6
ZINC07983918_size_20_007,Inactive,-5.4
ZINC07983918_size_20_008,Inactive,-5.1
ZINC07983918_size_20_009,Inactive,-5.1
ZINC07983918_size_20_010,Inactive,-4.9
ZINC07983918_size_20_011,Inactive,-4.8
ZINC07983918_size_20_012,Inactive,-4.2
ZINC07983918_size_20_013,Inactive,-4.1
ZINC07983918_size_20_014,Inactive,-4
ZINC08251347_size_20_001,Inactive,-7.7
ZINC08251347_size_20_002,Inactive,-7.4
ZINC08251347_size_20_003,Inactive,-7.1
ZINC08251347_size_20_004,Inactive,-6.9
ZINC08251347_size_20_005,Inactive,-6.8
ZINC08251347_size_20_006,Inactive,-6.6
ZINC08251347_size_20_007,Inactive,-6.3
ZINC08251347_size_20_008,Inactive,-6.2
ZINC08251347_size_20_009,Inactive,-5.3
ZINC08251347_size_20_010,Inactive,-5.3
ZINC08251347_size_20_011,Inactive,-5.2
ZINC08251347_size_20_012,Inactive,-5.2
ZINC08254506_size_20_001,Inactive,-7.2
ZINC08254506_size_20_002,Inactive,-7
ZINC08254506_size_20_003,Inactive,-6.7
ZINC08254506_size_20_004,Inactive,-6.2
ZINC08254506_size_20_005,Inactive,-5.7
ZINC08254506_size_20_006,Inactive,-5.3
ZINC08254506_size_20_007,Inactive,-5.2
ZINC08254506_size_20_008,Inactive,-4.9
ZINC08254506_size_20_009,Inactive,-4.7
ZINC08254506_size_20_010,Inactive,-4.7
ZINC08267549_size_20_001,Inactive,-9.3
ZINC08267549_size_20_002,Inactive,-8.4
ZINC08267549_size_20_003,Inactive,-8.1
ZINC08267549_size_20_004,Inactive,-8.1
ZINC08267549_size_20_005,Inactive,-7.2
ZINC08267549_size_20_006,Inactive,-6.9
ZINC08267549_size_20_007,Inactive,-6.7
ZINC08267549_size_20_008,Inactive,-6.6
ZINC08311675_size_20_001,Inactive,-8.7
ZINC08311675_size_20_002,Inactive,-8.4
ZINC08311675_size_20_003,Inactive,-7.9
ZINC08311675_size_20_004,Inactive,-7.7
ZINC08311675_size_20_005,Inactive,-7.3
ZINC08311675_size_20_006,Inactive,-6.9
ZINC08311675_size_20_007,Inactive,-6.7
ZINC08311675_size_20_008,Inactive,-6.6
ZINC08311675_size_20_009,Inactive,-6.5
ZINC08311675_size_20_010,Inactive,-6.5
ZINC08340440_size_20_001,Inactive,-8.2
ZINC08340440_size_20_002,Inactive,-8.1
ZINC08340440_size_20_003,Inactive,-7.8
ZINC08340440_size_20_004,Inactive,-7.5
ZINC08340440_size_20_005,Inactive,-7.2
ZINC08340440_size_20_006,Inactive,-7
ZINC08340440_size_20_007,Inactive,-6.5
ZINC08340440_size_20_008,Inactive,-6.4
ZINC08340440_size_20_009,Inactive,-5.9
ZINC08382261_size_20_001,Inactive,-6.8
ZINC08382261_size_20_002,Inactive,-6.4
ZINC08382261_size_20_003,Inactive,-5.7
ZINC08382261_size_20_004,Inactive,-4.9
ZINC08382261_size_20_005,Inactive,-4.9
ZINC08407767_size_20_001,Inactive,-6.6
ZINC08407767_size_20_002,Inactive,-6.5
ZINC08407767_size_20_003,Inactive,-6.4
ZINC08407767_size_20_004,Inactive,-5.8
ZINC08407767_size_20_005,Inactive,-5.2
ZINC08407767_size_20_006,Inactive,-5.1
ZINC08407767_size_20_007,Inactive,-4.2
ZINC08413207_size_20_001,Inactive,-9.1
ZINC08413207_size_20_002,Inactive,-8.8
ZINC08413207_size_20_003,Inactive,-7.3
ZINC08413207_size_20_004,Inactive,-7.1
ZINC08413207_size_20_005,Inactive,-7
ZINC08413207_size_20_006,Inactive,-6.7
ZINC08413207_size_20_007,Inactive,-6.6
ZINC08416176_size_20_001,Inactive,-7.2
ZINC08416176_size_20_002,Inactive,-7.1
ZINC08416176_size_20_003,Inactive,-6.9
ZINC08416176_size_20_004,Inactive,-6.8
ZINC08416176_size_20_005,Inactive,-6.4
ZINC08416176_size_20_006,Inactive,-6.3
ZINC08416176_size_20_007,Inactive,-6
ZINC08416176_size_20_008,Inactive,-5.6
ZINC08416176_size_20_009,Inactive,-5.2
ZINC08426225_size_20_001,Inactive,-10.3
ZINC08426225_size_20_002,Inactive,-9.8
ZINC08426225_size_20_003,Inactive,-8.4
ZINC08426225_size_20_004,Inactive,-8
ZINC08426225_size_20_005,Inactive,-8
ZINC08426225_size_20_006,Inactive,-7.8
ZINC08430061_size_20_001,Inactive,-7.7
ZINC08430061_size_20_002,Inactive,-7
ZINC08430061_size_20_003,Inactive,-6.7
ZINC08430061_size_20_004,Inactive,-6.1
ZINC08430061_size_20_005,Inactive,-5.9
ZINC08430061_size_20_006,Inactive,-5.7
ZINC08430061_size_20_007,Inactive,-5.4
ZINC08433165_size_20_001,Inactive,-8.7
ZINC08433165_size_20_002,Inactive,-8.5
ZINC08433165_size_20_003,Inactive,-8.4
ZINC08433165_size_20_004,Inactive,-8.4
ZINC08433165_size_20_005,Inactive,-8.2
ZINC08433165_size_20_006,Inactive,-8.2
ZINC08433165_size_20_007,Inactive,-8.1
ZINC08433165_size_20_008,Inactive,-8
ZINC08433165_size_20_009,Inactive,-7.6
