Pose,Real_Class,Docking_score
ZINC05817957_size_20_010,Inactive,-4
ZINC05860836_size_20_001,Inactive,-6.2
ZINC05860836_size_20_002,Inactive,-5.3
ZINC05860836_size_20_003,Inactive,-4.8
ZINC05860836_size_20_004,Inactive,-4.4
ZINC05895430_size_20_001,Inactive,-8.2
ZINC05895430_size_20_002,Inactive,-7.8
ZINC05895430_size_20_003,Inactive,-6.5
ZINC05895430_size_20_004,Inactive,-6.4
ZINC05911012_size_20_001,Inactive,-9
ZINC05911012_size_20_002,Inactive,-8
ZINC05911012_size_20_003,Inactive,-7.9
ZINC05911012_size_20_004,Inactive,-7.4
ZINC05948548_size_20_001,Inactive,-6.4
ZINC05948548_size_20_002,Inactive,-6.3
ZINC05948548_size_20_003,Inactive,-6.3
ZINC05948548_size_20_004,Inactive,-5.7
ZINC05948548_size_20_005,Inactive,-5.3
ZINC05948548_size_20_006,Inactive,-4.3
ZINC05948548_size_20_007,Inactive,-4.3
ZINC05961459_size_20_001,Inactive,-7.4
ZINC05961459_size_20_002,Inactive,-6.1
ZINC05979841_size_20_001,Inactive,-6.3
ZINC05979841_size_20_002,Inactive,-5.1
ZINC05979841_size_20_003,Inactive,-5.1
ZINC05979841_size_20_004,Inactive,-5
ZINC05979841_size_20_005,Inactive,-4.4
ZINC05979841_size_20_006,Inactive,-4.4
ZINC05979841_size_20_007,Inactive,-4.3
ZINC05979841_size_20_008,Inactive,-3.9
ZINC05993506_size_20_001,Inactive,-8
ZINC05993506_size_20_002,Inactive,-6.6
ZINC05993506_size_20_003,Inactive,-6.5
ZINC05993506_size_20_004,Inactive,-6.1
ZINC05993506_size_20_005,Inactive,-6
ZINC05993506_size_20_006,Inactive,-5.1
ZINC06032820_size_20_001,Inactive,-7.5
ZINC06032820_size_20_002,Inactive,-7.3
ZINC06032820_size_20_003,Inactive,-7
ZINC06032820_size_20_004,Inactive,-6.6
ZINC06032820_size_20_005,Inactive,-5.9
ZINC06050490_size_20_001,Inactive,-6.3
ZINC06050490_size_20_002,Inactive,-5.5
ZINC06050490_size_20_003,Inactive,-4.8
ZINC06050490_size_20_004,Inactive,-4.8
ZINC06050490_size_20_005,Inactive,-4.6
ZINC06084924_size_20_001,Inactive,-6.7
ZINC06084924_size_20_002,Inactive,-6.6
ZINC06084924_size_20_003,Inactive,-6.2
ZINC06084924_size_20_004,Inactive,-6
ZINC06084924_size_20_005,Inactive,-5.9
ZINC06084924_size_20_006,Inactive,-4.6
ZINC06084924_size_20_007,Inactive,-4.2
ZINC06108711_size_20_001,Inactive,-6.7
ZINC06108711_size_20_002,Inactive,-6.7
ZINC06108711_size_20_003,Inactive,-6
ZINC06108711_size_20_004,Inactive,-5.4
ZINC06108711_size_20_005,Inactive,-4.6
ZINC06108711_size_20_006,Inactive,-4.4
ZINC06108711_size_20_007,Inactive,-3.8
ZINC06115072_size_20_001,Inactive,-7.9
ZINC06115072_size_20_002,Inactive,-7.5
ZINC06115072_size_20_003,Inactive,-6
ZINC06115072_size_20_004,Inactive,-5.5
ZINC06115072_size_20_005,Inactive,-5.3
ZINC06120100_size_20_001,Inactive,-6.8
ZINC06120100_size_20_002,Inactive,-6.6
ZINC06120100_size_20_003,Inactive,-6.4
ZINC06120100_size_20_004,Inactive,-6.1
ZINC06120100_size_20_005,Inactive,-5.9
ZINC06120100_size_20_006,Inactive,-5.8
ZINC06120100_size_20_007,Inactive,-5.8
ZINC06120100_size_20_008,Inactive,-5.6
ZINC06120100_size_20_009,Inactive,-5.4
ZINC06120100_size_20_010,Inactive,-4.7
ZINC06120100_size_20_011,Inactive,-4
ZINC06130851_size_20_001,Inactive,-6.4
ZINC06149578_size_20_001,Inactive,-7.7
ZINC06149578_size_20_002,Inactive,-7.1
ZINC06149578_size_20_003,Inactive,-6.7
ZINC06149578_size_20_004,Inactive,-6.7
ZINC06149578_size_20_005,Inactive,-6.6
ZINC06149578_size_20_006,Inactive,-6.5
ZINC06149578_size_20_007,Inactive,-6.3
ZINC06149578_size_20_008,Inactive,-6.2
ZINC06157004_size_20_001,Inactive,-6.6
ZINC06157004_size_20_002,Inactive,-6.2
ZINC06157004_size_20_003,Inactive,-5.8
ZINC06157004_size_20_004,Inactive,-4.6
ZINC06158850_size_20_001,Inactive,-6.9
ZINC06158850_size_20_002,Inactive,-6.1
ZINC06158850_size_20_003,Inactive,-5.5
ZINC06158850_size_20_004,Inactive,-5.3
ZINC06158850_size_20_005,Inactive,-4.5
ZINC06158850_size_20_006,Inactive,-4.1
ZINC06170894_size_20_001,Inactive,-4.8
ZINC06170894_size_20_002,Inactive,-2.3
ZINC06170894_size_20_003,Inactive,-2.2
ZINC06187298_size_20_001,Inactive,-6.2
ZINC06187298_size_20_002,Inactive,-4.9
ZINC06230975_size_20_001,Inactive,-8.1
ZINC06230975_size_20_002,Inactive,-7.7
ZINC06230975_size_20_003,Inactive,-6.3
ZINC06262060_size_20_001,Inactive,-8
ZINC06262060_size_20_002,Inactive,-6.2
ZINC06275933_size_20_001,Inactive,-7.3
ZINC06275933_size_20_002,Inactive,-6.4
ZINC06275933_size_20_003,Inactive,-6.2
ZINC06275933_size_20_004,Inactive,-6
ZINC06275933_size_20_005,Inactive,-5.9
ZINC06275933_size_20_006,Inactive,-5.2
ZINC06275933_size_20_007,Inactive,-5.1
ZINC06321875_size_20_001,Inactive,-6.9
ZINC06321875_size_20_002,Inactive,-6.1
ZINC06321875_size_20_003,Inactive,-5.1
ZINC06322398_size_20_001,Inactive,-8.5
ZINC06322398_size_20_002,Inactive,-8.2
ZINC06322398_size_20_003,Inactive,-6.2
ZINC06334368_size_20_001,Inactive,-8.5
ZINC06334368_size_20_002,Inactive,-7.9
ZINC06334368_size_20_003,Inactive,-7.7
ZINC06334368_size_20_004,Inactive,-7.4
ZINC06334368_size_20_005,Inactive,-6.9
ZINC06344438_size_20_001,Inactive,-8.2
ZINC06344438_size_20_002,Inactive,-7.2
ZINC06344438_size_20_003,Inactive,-6.6
ZINC06344438_size_20_004,Inactive,-6
ZINC06344438_size_20_005,Inactive,-5.5
ZINC06351900_size_20_001,Inactive,-5.9
ZINC06351900_size_20_002,Inactive,-5.5
ZINC06351900_size_20_003,Inactive,-4.9
ZINC06351900_size_20_004,Inactive,-4.7
ZINC06351900_size_20_005,Inactive,-4.2
ZINC06351900_size_20_006,Inactive,-4.1
ZINC06351900_size_20_007,Inactive,-3.5
ZINC06351900_size_20_008,Inactive,-3.4
ZINC06351900_size_20_009,Inactive,-3.4
ZINC06351900_size_20_010,Inactive,-3.2
ZINC06373288_size_20_001,Inactive,-8.3
ZINC06373288_size_20_002,Inactive,-6
ZINC06382553_size_20_001,Inactive,-8.2
ZINC06382553_size_20_002,Inactive,-8.1
ZINC06382553_size_20_003,Inactive,-7.6
ZINC06393565_size_20_001,Inactive,-4.6
ZINC06408446_size_20_001,Inactive,-7.9
ZINC06408446_size_20_002,Inactive,-7.7
ZINC06408446_size_20_003,Inactive,-7.2
ZINC06408446_size_20_004,Inactive,-6.9
ZINC06408446_size_20_005,Inactive,-6.5
ZINC06409161_size_20_001,Inactive,-2.4
ZINC06409161_size_20_002,Inactive,-0.5
ZINC06409161_size_20_003,Inactive,0.1
ZINC06422353_size_20_001,Inactive,-8.1
ZINC06422353_size_20_002,Inactive,-7.6
ZINC06422353_size_20_003,Inactive,-7.2
ZINC06442405_size_20_001,Inactive,-6.8
ZINC06442405_size_20_002,Inactive,-6.6
ZINC06442405_size_20_003,Inactive,-6.3
ZINC06442405_size_20_004,Inactive,-6.1
ZINC06442405_size_20_005,Inactive,-4.3
ZINC06442620_size_20_001,Inactive,-7.8
ZINC06442620_size_20_002,Inactive,-7.4
ZINC06442620_size_20_003,Inactive,-7.4
ZINC06442620_size_20_004,Inactive,-5.4
ZINC06442620_size_20_005,Inactive,-5.3
ZINC06442620_size_20_006,Inactive,-5
ZINC06446499_size_20_001,Inactive,-8.6
ZINC06446499_size_20_002,Inactive,-7.8
ZINC06446499_size_20_003,Inactive,-7.4
ZINC06446499_size_20_004,Inactive,-6.4
ZINC06446499_size_20_005,Inactive,-6.3
ZINC06446499_size_20_006,Inactive,-6
ZINC06453011_size_20_001,Inactive,-7.8
ZINC06453011_size_20_002,Inactive,-7.1
ZINC06453011_size_20_003,Inactive,-5.2
ZINC06459032_size_20_001,Inactive,-7.5
ZINC06459032_size_20_002,Inactive,-7.4
ZINC06459032_size_20_003,Inactive,-6.5
ZINC06459032_size_20_004,Inactive,-5
ZINC06459057_size_20_001,Inactive,-7.1
ZINC06459057_size_20_002,Inactive,-7
ZINC06459057_size_20_003,Inactive,-6.6
ZINC06480414_size_20_001,Inactive,-8.6
ZINC06480414_size_20_002,Inactive,-8.6
ZINC06480414_size_20_003,Inactive,-8.1
ZINC06480414_size_20_004,Inactive,-7.6
ZINC06481734_size_20_001,Inactive,-7.2
ZINC06481734_size_20_002,Inactive,-7.1
ZINC06481734_size_20_003,Inactive,-5.8
ZINC06481734_size_20_004,Inactive,-5.5
ZINC06481734_size_20_005,Inactive,-5.4
ZINC06481736_size_20_001,Inactive,-5.4
ZINC06486164_size_20_001,Inactive,-5.6
ZINC06486164_size_20_002,Inactive,-5
ZINC06486164_size_20_003,Inactive,-3.9
ZINC06499284_size_20_001,Inactive,-6.6
ZINC06499284_size_20_002,Inactive,-6.6
ZINC06499284_size_20_003,Inactive,-6.2
ZINC06499284_size_20_004,Inactive,-5.9
ZINC06499284_size_20_005,Inactive,-5.8
ZINC06499284_size_20_006,Inactive,-5.8
ZINC06499284_size_20_007,Inactive,-5.7
ZINC06499284_size_20_008,Inactive,-5.4
ZINC06507155_size_20_001,Inactive,-7.7
ZINC06507155_size_20_002,Inactive,-7.5
ZINC06507155_size_20_003,Inactive,-7.4
ZINC06507155_size_20_004,Inactive,-6.8
ZINC06507155_size_20_005,Inactive,-6.2
ZINC06533894_size_20_001,Inactive,-7.6
ZINC06533894_size_20_002,Inactive,-6.5
ZINC06533894_size_20_003,Inactive,-6.4
ZINC06549376_size_20_001,Inactive,-7.1
ZINC06549376_size_20_002,Inactive,-6.9
ZINC06549376_size_20_003,Inactive,-6.9
ZINC06549376_size_20_004,Inactive,-6.3
ZINC06559753_size_20_001,Inactive,-4.6
ZINC06594951_size_20_001,Inactive,-6.4
ZINC06594951_size_20_002,Inactive,-6
ZINC06594951_size_20_003,Inactive,-5
ZINC06594951_size_20_004,Inactive,-4.9
ZINC06594951_size_20_005,Inactive,-4.4
ZINC06594951_size_20_006,Inactive,-3.9
ZINC06594951_size_20_007,Inactive,-3.8
ZINC06602979_size_20_001,Inactive,-8.7
ZINC06602979_size_20_002,Inactive,-7.8
ZINC06615729_size_20_001,Inactive,-7.2
ZINC06615729_size_20_002,Inactive,-6.3
ZINC06615729_size_20_003,Inactive,-5.9
ZINC06615729_size_20_004,Inactive,-5.7
ZINC06615729_size_20_005,Inactive,-5.5
ZINC06615729_size_20_006,Inactive,-5
ZINC06615729_size_20_007,Inactive,-4.7
ZINC06619174_size_20_001,Inactive,-7.1
ZINC06619174_size_20_002,Inactive,-6.8
ZINC06619174_size_20_003,Inactive,-6.6
ZINC06627274_size_20_001,Inactive,-6.6
ZINC06627274_size_20_002,Inactive,-4.9
ZINC06627274_size_20_003,Inactive,-4.6
ZINC06631086_size_20_001,Inactive,-6.7
ZINC06635197_size_20_001,Inactive,-7
ZINC06635197_size_20_002,Inactive,-6.8
ZINC06635197_size_20_003,Inactive,-5.4
ZINC06635197_size_20_004,Inactive,-4.3
ZINC06645200_size_20_001,Inactive,-5.1
ZINC06645200_size_20_002,Inactive,-3.5
ZINC06645200_size_20_003,Inactive,-2.6
ZINC06647399_size_20_001,Inactive,-8.3
ZINC06647633_size_20_001,Inactive,-6.4
ZINC06653678_size_20_001,Inactive,-7.7
ZINC06653678_size_20_002,Inactive,-7.4
ZINC06653678_size_20_003,Inactive,-6.1
ZINC06678581_size_20_001,Inactive,-6.4
ZINC06678581_size_20_002,Inactive,-6.3
ZINC06678581_size_20_003,Inactive,-5.8
ZINC06678581_size_20_004,Inactive,-5.8
ZINC06678581_size_20_005,Inactive,-5.6
ZINC06678581_size_20_006,Inactive,-5.5
ZINC06678581_size_20_007,Inactive,-5.4
ZINC06678581_size_20_008,Inactive,-5.3
ZINC06684357_size_20_001,Inactive,-7.8
ZINC06684357_size_20_002,Inactive,-6.4
ZINC06684357_size_20_003,Inactive,-5.5
ZINC06684357_size_20_004,Inactive,-5.3
ZINC06684357_size_20_005,Inactive,-4.9
ZINC06684357_size_20_006,Inactive,-4.9
ZINC06694614_size_20_001,Inactive,-6.5
ZINC06694614_size_20_002,Inactive,-5.1
ZINC06731583_size_20_001,Inactive,-6.3
ZINC06731583_size_20_002,Inactive,-6.3
ZINC06731583_size_20_003,Inactive,-5.9
ZINC06731583_size_20_004,Inactive,-5.8
ZINC06731583_size_20_005,Inactive,-5.6
ZINC06731583_size_20_006,Inactive,-5.3
ZINC06731583_size_20_007,Inactive,-5.2
ZINC06731583_size_20_008,Inactive,-5.2
ZINC06731583_size_20_009,Inactive,-5
ZINC06738899_size_20_001,Inactive,-8.5
ZINC06738899_size_20_002,Inactive,-6.7
ZINC06743597_size_20_001,Inactive,-6.5
ZINC06743597_size_20_002,Inactive,-6
ZINC06743597_size_20_003,Inactive,-5.2
ZINC06743608_size_20_001,Inactive,-6.8
ZINC06743608_size_20_002,Inactive,-6.1
ZINC06743608_size_20_003,Inactive,-5
ZINC06743608_size_20_004,Inactive,-4.4
ZINC06743608_size_20_005,Inactive,-4.3
ZINC06748519_size_20_001,Inactive,-7.2
ZINC06748519_size_20_002,Inactive,-7.1
ZINC06748519_size_20_003,Inactive,-6.1
ZINC06748519_size_20_004,Inactive,-4.7
ZINC06753010_size_20_001,Inactive,-7.5
ZINC06753010_size_20_002,Inactive,-7
ZINC06753010_size_20_003,Inactive,-6.3
ZINC06753010_size_20_004,Inactive,-5.9
ZINC06753010_size_20_005,Inactive,-5.5
ZINC06753010_size_20_006,Inactive,-5.4
ZINC06753010_size_20_007,Inactive,-4.8
ZINC06753010_size_20_008,Inactive,-4.5
ZINC06776438_size_20_001,Inactive,-7
ZINC06776438_size_20_002,Inactive,-6.6
ZINC06776438_size_20_003,Inactive,-5.9
ZINC06776438_size_20_004,Inactive,-5.6
ZINC06779298_size_20_001,Inactive,-6.9
ZINC06779298_size_20_002,Inactive,-6.4
ZINC06779298_size_20_003,Inactive,-6.4
ZINC06779298_size_20_004,Inactive,-6.3
ZINC06779298_size_20_005,Inactive,-6.2
ZINC06779298_size_20_006,Inactive,-5.7
ZINC06779298_size_20_007,Inactive,-4.6
ZINC06779298_size_20_008,Inactive,-4.1
ZINC06794232_size_20_001,Inactive,-8.1
ZINC06794232_size_20_002,Inactive,-7.7
ZINC06794232_size_20_003,Inactive,-7.2
ZINC06794232_size_20_004,Inactive,-6.9
ZINC06794232_size_20_005,Inactive,-6.8
ZINC06794232_size_20_006,Inactive,-5.7
ZINC06794232_size_20_007,Inactive,-5.6
ZINC06825907_size_20_001,Inactive,-8
ZINC06825907_size_20_002,Inactive,-8
ZINC06825907_size_20_003,Inactive,-6.9
ZINC06825907_size_20_004,Inactive,-6.6
ZINC06825907_size_20_005,Inactive,-5.1
ZINC06827840_size_20_001,Inactive,-7
ZINC06827840_size_20_002,Inactive,-5.8
ZINC06827840_size_20_003,Inactive,-5.3
ZINC06827840_size_20_004,Inactive,-5.2
ZINC06827840_size_20_005,Inactive,-4.9
ZINC06827840_size_20_006,Inactive,-4.8
ZINC06827840_size_20_007,Inactive,-4.8
ZINC06827840_size_20_008,Inactive,-4.7
ZINC06827840_size_20_009,Inactive,-4.5
ZINC06827840_size_20_010,Inactive,-4.3
ZINC06827840_size_20_011,Inactive,-4.2
ZINC06828939_size_20_001,Inactive,-8.7
ZINC06828939_size_20_002,Inactive,-7.7
ZINC06828939_size_20_003,Inactive,-7.3
ZINC06828939_size_20_004,Inactive,-6.7
ZINC06830311_size_20_001,Inactive,-7.9
ZINC06830311_size_20_002,Inactive,-7.8
ZINC06830311_size_20_003,Inactive,-5.3
ZINC06830889_size_20_001,Inactive,-8.9
ZINC06830889_size_20_002,Inactive,-7.2
ZINC06830889_size_20_003,Inactive,-6.6
ZINC06842432_size_20_001,Inactive,-4.8
ZINC06842432_size_20_002,Inactive,-3.5
ZINC06842432_size_20_003,Inactive,-3.3
ZINC06855330_size_20_001,Inactive,-7.1
ZINC06855330_size_20_002,Inactive,-6.3
ZINC06855330_size_20_003,Inactive,-5.7
ZINC06855330_size_20_004,Inactive,-5.5
ZINC06855330_size_20_005,Inactive,-4.8
ZINC06870624_size_20_001,Inactive,-3.9
ZINC06870624_size_20_002,Inactive,-3.3
ZINC06870624_size_20_003,Inactive,-2.5
ZINC06886508_size_20_001,Inactive,-7.4
ZINC06886508_size_20_002,Inactive,-5.4
ZINC06886508_size_20_003,Inactive,-4.8
ZINC06886508_size_20_004,Inactive,-4.5
ZINC06887811_size_20_001,Inactive,-8
ZINC06887811_size_20_002,Inactive,-7.7
ZINC06887811_size_20_003,Inactive,-7.1
ZINC06887811_size_20_004,Inactive,-6.8
ZINC06887811_size_20_005,Inactive,-6.6
ZINC06887811_size_20_006,Inactive,-6.3
ZINC06887811_size_20_007,Inactive,-5.4
ZINC06887811_size_20_008,Inactive,-5.1
ZINC06897053_size_20_001,Inactive,-8.2
ZINC06897053_size_20_002,Inactive,-5.4
ZINC06901936_size_20_001,Inactive,-8.3
ZINC06901936_size_20_002,Inactive,-7.8
ZINC06901936_size_20_003,Inactive,-7.4
ZINC06901936_size_20_004,Inactive,-7.1
ZINC06901936_size_20_005,Inactive,-6.9
ZINC06901936_size_20_006,Inactive,-6.7
ZINC06901936_size_20_007,Inactive,-5.5
ZINC06901936_size_20_008,Inactive,-5.4
ZINC06905879_size_20_001,Inactive,-8.3
ZINC06905879_size_20_002,Inactive,-6.5
ZINC06909551_size_20_001,Inactive,-9.8
ZINC06909551_size_20_002,Inactive,-9.7
ZINC06909551_size_20_003,Inactive,-9.1
ZINC06929834_size_20_001,Inactive,-9
ZINC06929834_size_20_002,Inactive,-9
ZINC06929834_size_20_003,Inactive,-8.3
ZINC06929834_size_20_004,Inactive,-8.3
ZINC06929834_size_20_005,Inactive,-8.1
ZINC06929834_size_20_006,Inactive,-7.4
ZINC06929834_size_20_007,Inactive,-7
ZINC06929834_size_20_008,Inactive,-7
ZINC06936034_size_20_001,Inactive,-7.5
ZINC06936034_size_20_002,Inactive,-7
ZINC06936034_size_20_003,Inactive,-5.5
ZINC06936034_size_20_004,Inactive,-5
ZINC06944992_size_20_001,Inactive,-3.6
ZINC06944992_size_20_002,Inactive,-2.1
ZINC06944992_size_20_003,Inactive,-2.1
ZINC06944992_size_20_004,Inactive,-1.4
ZINC06944992_size_20_005,Inactive,-0.8
ZINC06945116_size_20_001,Inactive,-8.7
ZINC06945116_size_20_002,Inactive,-8.6
ZINC06945116_size_20_003,Inactive,-7.6
ZINC06945116_size_20_004,Inactive,-6.5
ZINC06945116_size_20_005,Inactive,-5.9
ZINC06954260_size_20_001,Inactive,-7
ZINC06954260_size_20_002,Inactive,-6.1
ZINC06954260_size_20_003,Inactive,-5.8
ZINC06954260_size_20_004,Inactive,-5.3
ZINC06954260_size_20_005,Inactive,-5.3
ZINC06954260_size_20_006,Inactive,-5.3
ZINC06954260_size_20_007,Inactive,-5.2
ZINC06954260_size_20_008,Inactive,-4.5
ZINC06963475_size_20_001,Inactive,-6.2
ZINC06963475_size_20_002,Inactive,-6.2
ZINC06963475_size_20_003,Inactive,-5.6
ZINC06963475_size_20_004,Inactive,-5
ZINC06963509_size_20_001,Inactive,-6.5
ZINC06963509_size_20_002,Inactive,-6.4
ZINC06963509_size_20_003,Inactive,-6.4
ZINC06963509_size_20_004,Inactive,-6.3
ZINC06963509_size_20_005,Inactive,-6.2
ZINC06963509_size_20_006,Inactive,-6.2
ZINC06974043_size_20_001,Inactive,-9.2
ZINC06974043_size_20_002,Inactive,-8.8
ZINC06974043_size_20_003,Inactive,-8.3
ZINC06974043_size_20_004,Inactive,-7.4
ZINC06974043_size_20_005,Inactive,-7
ZINC06974043_size_20_006,Inactive,-6.9
ZINC06974043_size_20_007,Inactive,-6.6
ZINC06974043_size_20_008,Inactive,-6.5
ZINC06974043_size_20_009,Inactive,-6.5
ZINC06975472_size_20_001,Inactive,-8.4
ZINC06975472_size_20_002,Inactive,-7.9
ZINC06975472_size_20_003,Inactive,-6.2
ZINC06975472_size_20_004,Inactive,-5.7
ZINC06983387_size_20_001,Inactive,-7.3
ZINC06983387_size_20_002,Inactive,-7.1
ZINC06983387_size_20_003,Inactive,-6.6
ZINC06983387_size_20_004,Inactive,-6.2
ZINC06983387_size_20_005,Inactive,-6
ZINC06983387_size_20_006,Inactive,-4.6
ZINC06985202_size_20_001,Inactive,-5.8
ZINC06985202_size_20_002,Inactive,-5.1
ZINC06985202_size_20_003,Inactive,-5
ZINC06985202_size_20_004,Inactive,-4.5
ZINC06985202_size_20_005,Inactive,-3.9
ZINC06996063_size_20_001,Inactive,-6.3
ZINC06996063_size_20_002,Inactive,-5.1
ZINC06996063_size_20_003,Inactive,-4.7
ZINC06996063_size_20_004,Inactive,-4.1
ZINC07030889_size_20_001,Inactive,-6.6
ZINC07030889_size_20_002,Inactive,-6.5
ZINC07030889_size_20_003,Inactive,-5.8
ZINC07030889_size_20_004,Inactive,-5.6
ZINC07030889_size_20_005,Inactive,-4.8
ZINC07030889_size_20_006,Inactive,-4.4
ZINC07048818_size_20_001,Inactive,-7
ZINC07048818_size_20_002,Inactive,-6.7
ZINC07048818_size_20_003,Inactive,-6.7
ZINC07063419_size_20_001,Inactive,-5
ZINC07063419_size_20_002,Inactive,-4.2
ZINC07063419_size_20_003,Inactive,-3.9
ZINC07063419_size_20_004,Inactive,-3.1
ZINC07091132_size_20_001,Inactive,-7.9
ZINC07091132_size_20_002,Inactive,-7.3
ZINC07091132_size_20_003,Inactive,-6.1
ZINC07091132_size_20_004,Inactive,-6
ZINC07091132_size_20_005,Inactive,-5.2
ZINC07099781_size_20_001,Inactive,-5.5
ZINC07099781_size_20_002,Inactive,-5.4
ZINC07099781_size_20_003,Inactive,-5.3
ZINC07099781_size_20_004,Inactive,-5.3
ZINC07099781_size_20_005,Inactive,-4.5
ZINC07099781_size_20_006,Inactive,-3.6
ZINC07113310_size_20_001,Inactive,-7.1
ZINC07113310_size_20_002,Inactive,-6.4
ZINC07113310_size_20_003,Inactive,-5.8
ZINC07127524_size_20_001,Inactive,-8.4
ZINC07127524_size_20_002,Inactive,-7.8
ZINC07127524_size_20_003,Inactive,-5.7
ZINC07154138_size_20_001,Inactive,-6.2
ZINC07154138_size_20_002,Inactive,-6
ZINC07154138_size_20_003,Inactive,-6
ZINC07154138_size_20_004,Inactive,-5.9
ZINC07154138_size_20_005,Inactive,-5.2
ZINC07154138_size_20_006,Inactive,-5
ZINC07154138_size_20_007,Inactive,-4.8
ZINC07154138_size_20_008,Inactive,-4.6
ZINC07154138_size_20_009,Inactive,-4.4
ZINC07154138_size_20_010,Inactive,-4.4
ZINC07154138_size_20_011,Inactive,-4.3
ZINC07154138_size_20_012,Inactive,-3.8
ZINC07164082_size_20_001,Inactive,-8.2
ZINC07164082_size_20_002,Inactive,-7.1
ZINC07168123_size_20_001,Inactive,-7.1
ZINC07168123_size_20_002,Inactive,-7
ZINC07168123_size_20_003,Inactive,-6.5
ZINC07168123_size_20_004,Inactive,-6.3
ZINC07168123_size_20_005,Inactive,-6.2
ZINC07168123_size_20_006,Inactive,-5.1
ZINC07168123_size_20_007,Inactive,-4.7
ZINC07168123_size_20_008,Inactive,-4.6
ZINC07170394_size_20_001,Inactive,-8.1
ZINC07170394_size_20_002,Inactive,-7.9
ZINC07170394_size_20_003,Inactive,-7.8
ZINC07170394_size_20_004,Inactive,-7
ZINC07170394_size_20_005,Inactive,-5.3
ZINC07278203_size_20_001,Inactive,-7.7
ZINC07278203_size_20_002,Inactive,-6.7
ZINC07278203_size_20_003,Inactive,-6.3
ZINC07278203_size_20_004,Inactive,-6.2
ZINC07383927_size_20_001,Inactive,-6.6
ZINC07383927_size_20_002,Inactive,-6.4
ZINC07383927_size_20_003,Inactive,-6.1
ZINC07383927_size_20_004,Inactive,-6
ZINC07383927_size_20_005,Inactive,-5.5
ZINC07383927_size_20_006,Inactive,-5.3
ZINC07383927_size_20_007,Inactive,-5.2
ZINC07383927_size_20_008,Inactive,-4.6
ZINC07383927_size_20_009,Inactive,-4.1
ZINC07383927_size_20_010,Inactive,-4
ZINC07402930_size_20_001,Inactive,-7.7
ZINC07402930_size_20_002,Inactive,-7.2
ZINC07402930_size_20_003,Inactive,-7.1
ZINC07402930_size_20_004,Inactive,-6.7
ZINC07402930_size_20_005,Inactive,-6.6
ZINC07402930_size_20_006,Inactive,-6
ZINC07402930_size_20_007,Inactive,-5.3
ZINC07402930_size_20_008,Inactive,-4.7
ZINC07408928_size_20_001,Inactive,-7.6
ZINC07408928_size_20_002,Inactive,-7.2
ZINC07408928_size_20_003,Inactive,-6.9
ZINC07408928_size_20_004,Inactive,-5.8
ZINC07408928_size_20_005,Inactive,-5.7
ZINC07408928_size_20_006,Inactive,-5.2
ZINC07408928_size_20_007,Inactive,-5
ZINC07429521_size_20_001,Inactive,-8.4
ZINC07429521_size_20_002,Inactive,-8.4
ZINC07429521_size_20_003,Inactive,-8.1
ZINC07429521_size_20_004,Inactive,-7.9
ZINC07429521_size_20_005,Inactive,-7.4
ZINC07429521_size_20_006,Inactive,-6.3
ZINC07470952_size_20_001,Inactive,-8.8
ZINC07552575_size_20_001,Inactive,-3.5
ZINC07552575_size_20_002,Inactive,-3
ZINC07556904_size_20_001,Inactive,-7
ZINC07556904_size_20_002,Inactive,-6.2
ZINC07556904_size_20_003,Inactive,-5
ZINC07556904_size_20_004,Inactive,-4.7
ZINC07574026_size_20_001,Inactive,-7.8
ZINC07574026_size_20_002,Inactive,-7.5
ZINC07574026_size_20_003,Inactive,-6.5
ZINC07574026_size_20_004,Inactive,-5.7
ZINC07575876_size_20_001,Inactive,-6.4
ZINC07575876_size_20_002,Inactive,-5.1
ZINC07575876_size_20_003,Inactive,-5.1
ZINC07575876_size_20_004,Inactive,-4.7
ZINC07575876_size_20_005,Inactive,-4.4
ZINC07594880_size_20_001,Inactive,-7.7
ZINC07594880_size_20_002,Inactive,-7.4
ZINC07594880_size_20_003,Inactive,-6.4
ZINC07673749_size_20_001,Inactive,-6.9
ZINC07673749_size_20_002,Inactive,-6.8
ZINC07673749_size_20_003,Inactive,-5.9
ZINC07673749_size_20_004,Inactive,-5.5
ZINC07673749_size_20_005,Inactive,-5.3
ZINC07673749_size_20_006,Inactive,-5.1
ZINC07673749_size_20_007,Inactive,-4
ZINC07679776_size_20_001,Inactive,-8.2
ZINC07679776_size_20_002,Inactive,-6.8
ZINC07679776_size_20_003,Inactive,-5.7
ZINC07679776_size_20_004,Inactive,-5.4
ZINC07685384_size_20_001,Inactive,-8.3
ZINC07685384_size_20_002,Inactive,-8.2
ZINC07685384_size_20_003,Inactive,-7.4
ZINC07685384_size_20_004,Inactive,-6
ZINC07685384_size_20_005,Inactive,-5.5
ZINC07717519_size_20_001,Inactive,-8.4
ZINC07717519_size_20_002,Inactive,-8.1
ZINC07717519_size_20_003,Inactive,-6.1
ZINC07723967_size_20_001,Inactive,-7.9
ZINC07723967_size_20_002,Inactive,-7.7
ZINC07723967_size_20_003,Inactive,-7.7
ZINC07723967_size_20_004,Inactive,-6
ZINC07725948_size_20_001,Inactive,-7.1
ZINC07725948_size_20_002,Inactive,-7
ZINC07725948_size_20_003,Inactive,-7
ZINC07725948_size_20_004,Inactive,-7
ZINC07725948_size_20_005,Inactive,-6.6
